VIN,Rework_Count,Has_Rework_Loop
3MH***********05C,0,False
3N4***********875,0,False
3N5***********YSH,0,False
3N7***********J8W,0,False
3NJ***********GYK,0,False
3NS***********5KR,0,False
3NZ***********SZJ,0,False
3PG***********8YR,0,False
3PJ***********JC4,0,False
3PK***********DNU,0,False
3PM***********TNE,0,False
3PS***********3GU,0,False
3R7***********Z6B,0,False
3R8***********74T,0,False
3R9***********FK8,0,False
3RU***********WUR,0,False
3RV***********EPB,0,False
3S4***********BY8,0,False
3S5***********5YX,0,False
3SE***********780,0,False
3SS***********BBT,0,False
3T1***********NLD,0,False
3T6***********DTP,0,False
3TJ***********1GU,0,False
3TW***********KX4,0,False
3U7***********9ZL,0,False
3UW***********5NR,0,False
3V6***********W4P,0,False
3V8***********FE9,0,False
3VJ***********5K3,0,False
3VK***********PCM,0,False
3VN***********M01,0,False
3VR***********XS3,0,False
3VY***********DTS,0,False
3WF***********M85,0,False
3WT***********0R1,0,False
3X3***********C9F,0,False
3X5***********E3V,0,False
3X6***********PP4,0,False
3XB***********NBZ,0,False
3XC***********T5E,0,False
3XJ***********A37,0,False
3XY***********RJ7,0,False
3YN***********RA5,0,False
3YR***********8BC,0,False
3Z6***********20F,0,False
3ZC***********E96,0,False
3ZD***********LRE,0,False
3ZW***********1ST,0,False
400***********XKK,0,False
406***********J94,0,False
407***********3WJ,0,False
40C***********FSL,0,False
40C***********LYS,0,False
40G***********ZWG,0,False
40J***********YK9,0,False
419***********D61,0,False
41D***********83M,0,False
41M***********CHK,0,False
41U***********BTM,0,False
422***********JJF,0,False
42A***********7KY,0,False
42H***********3PP,0,False
430***********X5B,0,False
436***********N50,0,False
43J***********BHJ,0,False
43K***********RGR,0,False
43L***********VLC,0,False
43M***********CH9,0,False
43T***********V0F,0,False
43U***********ZSH,0,False
444***********GEU,0,False
447***********7PB,0,False
44R***********PKN,0,False
44T***********M5L,0,False
45L***********AKM,0,False
45V***********KMH,0,False
45W***********ZVB,0,False
46N***********AYF,0,False
470***********YRG,0,False
475***********EWD,0,False
47S***********NKG,0,False
47S***********SDF,0,False
47Z***********AED,0,False
48C***********F4G,0,False
48G***********9WX,0,False
48L***********38W,0,False
48P***********UKU,0,False
4AJ***********9LW,0,False
4AT***********7XC,0,False
4AZ***********761,0,False
4B1***********VTS,0,False
4B5***********L1B,0,False
4C8***********XNV,0,False
4CV***********BSJ,0,False
4CX***********T1C,0,False
4D0***********RT3,0,False
4DJ***********24Y,0,False
4DJ***********PYX,0,False
4DN***********U5Z,0,False
4E8***********THY,0,False
4EJ***********SWE,0,False
4EU***********UFC,0,False
4EX***********WHN,0,False
4EY***********BC1,0,False
4F5***********0ZC,0,False
4FG***********U5V,0,False
4FU***********HCX,0,False
4FX***********DZZ,0,False
4GH***********8EA,0,False
4GM***********KFT,0,False
4GY***********PBM,0,False
4H0***********5DF,0,False
4H4***********RZC,0,False
4HH***********EC2,0,False
4HR***********AV2,0,False
4HU***********X5J,0,False
4HW***********3C9,0,False
4J0***********ZV5,0,False
4J1***********K5V,0,False
4JE***********N26,0,False
4JU***********H48,0,False
4KJ***********SZC,0,False
4KV***********SJU,0,False
4KW***********BPC,0,False
4L1***********3BY,0,False
4L1***********M6Z,0,False
4L2***********PDS,0,False
4L4***********D1E,0,False
4L6***********K8Y,0,False
4LA***********BPG,0,False
4LB***********PLL,0,False
4LR***********448,0,False
4M1***********XRS,0,False
4M4***********FN1,0,False
4M9***********CUJ,0,False
4MJ***********EAW,0,False
4MR***********ZAJ,0,False
4MY***********HW6,0,False
4N3***********2LX,0,False
4N9***********80T,0,False
4NL***********PFE,0,False
4P0***********PWG,0,False
4P1***********U8F,0,False
4P9***********V6U,0,False
4R8***********LPW,0,False
4RB***********Z1V,0,False
4S4***********8EM,0,False
4SJ***********EDP,0,False
4SV***********H04,0,False
4SV***********M6S,0,False
4T9***********NFV,0,False
4TE***********H3M,0,False
4U0***********RYC,0,False
4U1***********JZG,0,False
4U9***********CR2,0,False
4UB***********5WP,0,False
4UR***********YTX,0,False
4VA***********ENE,0,False
4VC***********BNE,0,False
4VJ***********NZY,0,False
4VU***********DG4,0,False
4W3***********L31,0,False
4WR***********N19,0,False
4X1***********HW8,0,False
4X8***********D4C,0,False
4XB***********7RD,0,False
4XG***********YT3,0,False
4XR***********G4P,0,False
4Y3***********TVP,0,False
4YK***********7A0,0,False
4YN***********6KJ,0,False
4YT***********NZ4,0,False
4YU***********RJF,0,False
4YX***********B8R,0,False
4Z1***********ABB,0,False
4Z9***********HB2,0,False
4ZY***********VCM,0,False
502***********0TX,0,False
509***********ZMF,0,False
50A***********F8D,0,False
50D***********6XR,0,False
50X***********2Y2,0,False
512***********WPY,0,False
514***********S7A,0,False
518***********KE3,0,False
51S***********GRG,0,False
521***********N7B,0,False
522***********1NN,0,False
524***********7E7,0,False
527***********EL2,0,False
52F***********GJL,0,False
52P***********RGR,0,False
52X***********T0E,0,False
530***********9FZ,0,False
536***********JED,0,False
53B***********3NL,0,False
53D***********XN1,0,False
53E***********CXZ,0,False
53J***********93E,0,False
54G***********S7H,0,False
54H***********BXC,0,False
556***********RR3,0,False
559***********D23,0,False
55G***********ANC,0,False
55K***********8T8,0,False
55T***********BPX,0,False
55T***********WA5,0,False
55V***********RWL,0,False
55W***********ADT,0,False
562***********SJF,0,False
563***********BYC,0,False
564***********KZ6,0,False
564***********W4U,0,False
56P***********5Z7,0,False
56W***********9BG,0,False
578***********6PR,0,False
57C***********KKE,0,False
57M***********6DB,0,False
57S***********CB3,0,False
57W***********L5G,0,False
58F***********867,0,False
58G***********SKK,0,False
58J***********4MT,0,False
590***********37N,0,False
59A***********XV9,0,False
59D***********VMD,0,False
59G***********JWM,0,False
59G***********SD0,0,False
59P***********GZV,0,False
59S***********FDD,0,False
5A0***********CYU,0,False
5AW***********4C3,0,False
5AX***********EJ8,0,False
5BH***********GK9,0,False
5BY***********AVN,0,False
5C0***********SLB,0,False
5C5***********MC6,0,False
5CJ***********VPE,0,False
5D3***********BSW,0,False
5D6***********60R,0,False
5DB***********HEY,0,False
5DU***********PJV,0,False
5E5***********ADT,0,False
5E6***********M6U,0,False
5EK***********RVU,0,False
5EN***********9JM,0,False
5EX***********C81,0,False
5FE***********19M,0,False
5FF***********BW8,0,False
5FH***********XPT,0,False
5FK***********LKP,0,False
5FY***********9YA,0,False
5GD***********GLZ,0,False
5GE***********UXC,0,False
5HK***********GLL,0,False
5HX***********23C,0,False
5HY***********UE7,0,False
5J0***********WLP,0,False
5J3***********ZEN,0,False
5J8***********MW7,0,False
5J8***********T29,0,False
5J9***********LSZ,0,False
5JC***********HZK,0,False
5JJ***********MXL,0,False
5JP***********60N,0,False
5JY***********AH0,0,False
5JZ***********0AY,0,False
5K7***********YC0,0,False
5KM***********U12,0,False
5L2***********48T,0,False
5LV***********NUG,0,False
5LX***********FBB,0,False
5MF***********MEV,0,False
5MT***********L9E,0,False
5MY***********R00,0,False
5N4***********0JG,0,False
5P9***********7DB,0,False
5PD***********ABR,0,False
5RP***********R4C,0,False
5S3***********D12,0,False
5SC***********96A,0,False
5SL***********9EF,0,False
5T7***********18P,0,False
5TV***********8W5,0,False
5U0***********W2X,0,False
5V0***********LLT,0,False
5V9***********9U6,0,False
5VC***********95P,0,False
5VU***********EMS,0,False
5VX***********6PG,0,False
5W1***********HT3,0,False
5W7***********3Z0,0,False
5WB***********453,0,False
5WL***********A8U,0,False
5X3***********VWC,0,False
5X4***********FLV,0,False
5X8***********ML5,0,False
5XF***********6VM,0,False
5XG***********BED,0,False
5XL***********5AP,0,False
5XT***********SU8,0,False
5XU***********85L,0,False
5XX***********4MX,0,False
5XY***********5Z8,0,False
5Y0***********CC3,0,False
5YC***********VYJ,0,False
5YE***********ABH,0,False
5YH***********EDZ,0,False
5YS***********5SC,0,False
5YY***********LRW,0,False
5ZJ***********886,0,False
5ZR***********CHN,0,False
5ZW***********VFD,0,False
600***********WRY,0,False
601***********AJX,0,False
604***********M04,0,False
608***********HJG,0,False
609***********17F,0,False
60R***********01P,0,False
614***********DXC,0,False
616***********7TE,0,False
61L***********1LA,0,False
61R***********ZHN,0,False
61U***********W1J,0,False
623***********H4T,0,False
624***********JVF,0,False
625***********AG6,0,False
626***********ZSL,0,False
62L***********2G3,0,False
63Z***********SN0,0,False
647***********MRN,0,False
64D***********TCS,0,False
64L***********XHZ,0,False
64M***********RJ4,0,False
64N***********A10,0,False
64V***********P0P,0,False
64X***********3N8,0,False
65A***********8TJ,0,False
65H***********9A7,0,False
65J***********RVL,0,False
65W***********SG7,0,False
669***********W6F,0,False
66V***********9CZ,0,False
676***********H5B,0,False
67S***********8G8,0,False
681***********GJE,0,False
68P***********P32,0,False
694***********KMR,0,False
697***********CJT,0,False
69H***********07V,0,False
6AL***********N26,0,False
6AZ***********7V0,0,False
6B1***********K4G,0,False
6C2***********ASA,0,False
6C3***********G3U,0,False
6C4***********K5A,0,False
6C9***********35Z,0,False
6CM***********PNU,0,False
6CU***********22T,0,False
6CV***********TB2,0,False
6DK***********MXH,0,False
6DW***********WE0,0,False
6E4***********CYX,0,False
6E5***********X77,0,False
6E8***********TMS,0,False
6EF***********LLA,0,False
6EM***********2XX,0,False
6ER***********TGA,0,False
6EW***********339,0,False
6EW***********HAV,0,False
6FD***********R99,0,False
6FN***********52S,0,False
6FR***********2R6,0,False
6FW***********A12,0,False
6G2***********N4M,0,False
6GV***********Y6M,0,False
6H4***********YRB,0,False
6HD***********HRK,0,False
6HM***********E92,0,False
6J6***********XGF,0,False
6JE***********XJ1,0,False
6K6***********EPZ,0,False
6KL***********HSZ,0,False
6KM***********X4C,0,False
6KV***********WU7,0,False
6LJ***********DBU,0,False
6LK***********VLF,0,False
6LZ***********ZWM,0,False
6M6***********L9J,0,False
6MJ***********RD9,0,False
6MJ***********SH7,0,False
6MM***********MZ7,0,False
6MP***********BDJ,0,False
6NH***********DTK,0,False
6NP***********SSD,0,False
6NU***********229,0,False
6NW***********KBW,0,False
6P3***********J69,0,False
6P9***********9EK,0,False
6P9***********J1D,0,False
6PM***********7Y9,0,False
6PS***********6JF,0,False
6R6***********7WK,0,False
6R8***********TSE,0,False
6RJ***********010,0,False
6RK***********UK3,0,False
6RX***********3NG,0,False
6SJ***********5RL,0,False
6SS***********D1L,0,False
6SU***********V5M,0,False
6SZ***********NS6,0,False
6T3***********5TY,0,False
6T7***********VMA,0,False
6TF***********FJP,0,False
6TG***********1M8,0,False
6U6***********SM1,0,False
6UA***********ZS5,0,False
6UB***********8EC,0,False
6UG***********PRM,0,False
6UJ***********9FK,0,False
6UP***********92L,0,False
6US***********47C,0,False
6UY***********E5J,0,False
6V8***********5T6,0,False
6W0***********THT,0,False
6W9***********CW7,0,False
6WF***********ZWZ,0,False
6WJ***********RFA,0,False
6WN***********5Z5,0,False
6XA***********ZDZ,0,False
6XT***********8NF,0,False
6XW***********P4Z,0,False
6Y5***********0NY,0,False
6YP***********S1Z,0,False
6YW***********MES,0,False
6Z4***********DSE,0,False
6ZS***********NNM,0,False
707***********YNM,0,False
708***********XPL,0,False
70U***********3V7,0,False
713***********BTZ,0,False
719***********G6F,0,False
71B***********NJ2,0,False
71J***********HK5,0,False
71V***********8KA,0,False
722***********G6L,0,False
723***********TYX,0,False
727***********PB9,0,False
729***********Z6V,0,False
72C***********U0V,0,False
72D***********YC7,0,False
738***********P11,0,False
74B***********CNY,0,False
75B***********89A,0,False
75G***********3EM,0,False
75M***********CML,0,False
75P***********G8V,0,False
764***********241,0,False
76A***********JGZ,0,False
76B***********Y3S,0,False
76X***********15T,0,False
76Y***********P5K,0,False
77F***********ERM,0,False
781***********466,0,False
78M***********58Y,0,False
78V***********AM6,0,False
79K***********DHB,0,False
7A2***********TGK,0,False
7A5***********CY0,0,False
7A8***********4HC,0,False
7B1***********DMP,0,False
7B7***********L55,0,False
7BF***********36L,0,False
7BX***********FAU,0,False
7BY***********PMN,0,False
7C5***********CEB,0,False
7C6***********7GA,0,False
7CW***********G76,0,False
7DJ***********4RC,0,False
7DR***********084,0,False
7E0***********A49,0,False
7E0***********KDU,0,False
7E4***********YS3,0,False
7EA***********MXT,0,False
7EB***********062,0,False
7EG***********WG7,0,False
7EP***********ALT,0,False
7ES***********JYB,0,False
7EU***********LEP,0,False
7F2***********4NT,0,False
7FD***********BXZ,0,False
7FL***********AHC,0,False
7FM***********YLG,0,False
7FS***********W6U,0,False
7GV***********H40,0,False
7GY***********SBK,0,False
7H3***********5Z8,0,False
7HA***********3XR,0,False
7HB***********NGY,0,False
7HG***********MYP,0,False
7K8***********YMM,0,False
7KU***********3ZT,0,False
7KX***********386,0,False
7L6***********ZYA,0,False
7L7***********8E2,0,False
7LH***********7FW,0,False
7LN***********B16,0,False
7LU***********9ZN,0,False
7M2***********RDE,0,False
7MD***********B23,0,False
7MR***********XY0,0,False
7N0***********D24,0,False
7N5***********LX3,0,False
7NA***********65R,0,False
7NC***********AAB,0,False
7NS***********LMA,0,False
7NT***********6X5,0,False
7NU***********FKJ,0,False
7NW***********2VJ,0,False
7NW***********UGZ,0,False
7P4***********MAD,0,False
7PE***********PH2,0,False
7RU***********D8M,0,False
7RZ***********WCT,0,False
7SE***********ZM9,0,False
7SK***********KU9,0,False
7SL***********TWL,0,False
7SP***********9H6,0,False
7TF***********G99,0,False
7TF***********M97,0,False
7TJ***********DGK,0,False
7TP***********HTE,0,False
7U1***********BLD,0,False
7VB***********68G,0,False
7VM***********L55,0,False
7VN***********1SL,0,False
7VP***********YTU,0,False
7VT***********ULH,0,False
7VU***********H6A,0,False
7VZ***********KXC,0,False
7W2***********31W,0,False
7W9***********K9Y,0,False
7WC***********67P,0,False
7WX***********WFE,0,False
7X5***********0KW,0,False
7XF***********X0C,0,False
7XK***********DDC,0,False
7Y5***********XFB,0,False
7Y6***********ABK,0,False
7YD***********F0F,0,False
7YF***********BUT,0,False
7YH***********UTK,0,False
7Z8***********LLX,0,False
7ZF***********5F8,0,False
7ZJ***********W7M,0,False
7ZN***********S13,0,False
7ZR***********V7J,0,False
7ZW***********4ZB,0,False
7ZY***********L0W,0,False
804***********4RG,0,False
80K***********K7P,0,False
80R***********YC8,0,False
818***********DB5,0,False
81D***********BNJ,0,False
81T***********LA8,0,False
82K***********S1R,0,False
83F***********EX7,0,False
83P***********WF9,0,False
83V***********PYB,0,False
84C***********E34,0,False
84U***********MYP,0,False
851***********C6T,0,False
859***********7N4,0,False
85L***********K94,0,False
85N***********BDE,0,False
85U***********2V4,0,False
85U***********93T,0,False
869***********97T,0,False
86R***********F2J,0,False
87K***********H2N,0,False
87P***********1B2,0,False
886***********S9G,0,False
887***********RY6,0,False
888***********V0U,0,False
88G***********T9W,0,False
88K***********YBL,0,False
894***********9KY,0,False
89E***********DLX,0,False
89J***********NYM,0,False
8AH***********MKT,0,False
8B2***********RM1,0,False
8BC***********0FU,0,False
8BF***********RHX,0,False
8BJ***********70F,0,False
8C1***********DYV,0,False
8C3***********GH0,0,False
8CK***********DG5,0,False
8D0***********057,0,False
8D4***********WY1,0,False
8DF***********E6K,0,False
8DH***********9GV,0,False
8DU***********T0Z,0,False
8DY***********BNU,0,False
8E2***********DWN,0,False
8E7***********K2S,0,False
8E9***********82U,0,False
8EV***********519,0,False
8EZ***********V7M,0,False
8F3***********6E2,0,False
8F8***********2UM,0,False
8FJ***********LF4,0,False
8FR***********91V,0,False
8FT***********XLJ,0,False
8G0***********6ZU,0,False
8GA***********RF1,0,False
8GL***********JNL,0,False
8H7***********D95,0,False
8HK***********EEM,0,False
8HP***********XJ2,0,False
8J4***********MBH,0,False
8JM***********L70,0,False
8JU***********LB1,0,False
8JY***********ACE,0,False
8JZ***********4EU,0,False
8K4***********K25,0,False
8KC***********FW9,0,False
8L3***********0UD,0,False
8L6***********RH4,0,False
8LD***********V6V,0,False
